DateRange,Class,NetSales,Transaction Category,Account Number,Account Name,Debit,Credit,Memo,IsBalanced,Export Status
08/03/2026 - 08/05/2026,2017,10049.71,Corporate Advertising Fee,560001,Advertising-Production Fund,100.50,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,2017,10049.71,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,100.50,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,2020,9703.76,Royalty Fee,651000,Royalties,630.74,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,2020,9703.76,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,630.74,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,2020,9703.76,National Media Fee,560000,Advertising-National,388.15,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,2020,9703.76,National Media Bank Entry,217000,Accrued Royalties,0.00,388.15,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,2020,9703.76,Corporate Advertising Fee,560001,Advertising-Production Fund,97.04,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,2020,9703.76,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,97.04,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,2023,10991.03,Royalty Fee,651000,Royalties,714.42,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,2023,10991.03,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,714.42,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,2023,10991.03,National Media Fee,560000,Advertising-National,439.64,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,2023,10991.03,National Media Bank Entry,217000,Accrued Royalties,0.00,439.64,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,2023,10991.03,Corporate Advertising Fee,560001,Advertising-Production Fund,109.91,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,2023,10991.03,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,109.91,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,2024,9419.75,Royalty Fee,651000,Royalties,612.28,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,2024,9419.75,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,612.28,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,2024,9419.75,National Media Fee,560000,Advertising-National,376.79,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,2024,9419.75,National Media Bank Entry,217000,Accrued Royalties,0.00,376.79,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,2024,9419.75,Corporate Advertising Fee,560001,Advertising-Production Fund,94.20,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,2024,9419.75,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,94.20,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,2047,9119.74,Royalty Fee,651000,Royalties,592.78,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,2047,9119.74,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,592.78,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,2047,9119.74,National Media Fee,560000,Advertising-National,364.79,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,2047,9119.74,National Media Bank Entry,217000,Accrued Royalties,0.00,364.79,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,2047,9119.74,Corporate Advertising Fee,560001,Advertising-Production Fund,91.20,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,2047,9119.74,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,91.20,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4003,13561.37,Royalty Fee,651000,Royalties,881.49,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4003,13561.37,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,881.49,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4003,13561.37,National Media Fee,560000,Advertising-National,542.45,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4003,13561.37,National Media Bank Entry,217000,Accrued Royalties,0.00,542.45,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4003,13561.37,Corporate Advertising Fee,560001,Advertising-Production Fund,135.61,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4003,13561.37,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,135.61,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4004,12427.82,Royalty Fee,651000,Royalties,807.81,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4004,12427.82,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,807.81,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4004,12427.82,National Media Fee,560000,Advertising-National,497.11,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4004,12427.82,National Media Bank Entry,217000,Accrued Royalties,0.00,497.11,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4004,12427.82,Corporate Advertising Fee,560001,Advertising-Production Fund,124.28,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4004,12427.82,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,124.28,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4005,12523.68,Royalty Fee,651000,Royalties,814.04,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4005,12523.68,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,814.04,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4005,12523.68,National Media Fee,560000,Advertising-National,500.95,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4005,12523.68,National Media Bank Entry,217000,Accrued Royalties,0.00,500.95,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4005,12523.68,Corporate Advertising Fee,560001,Advertising-Production Fund,125.24,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4005,12523.68,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,125.24,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4008,9107.16,Royalty Fee,651000,Royalties,591.97,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4008,9107.16,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,591.97,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4008,9107.16,National Media Fee,560000,Advertising-National,364.29,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4008,9107.16,National Media Bank Entry,217000,Accrued Royalties,0.00,364.29,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4008,9107.16,Corporate Advertising Fee,560001,Advertising-Production Fund,91.07,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4008,9107.16,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,91.07,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4009,8449.53,Royalty Fee,651000,Royalties,549.22,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4009,8449.53,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,549.22,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4009,8449.53,National Media Fee,560000,Advertising-National,337.98,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4009,8449.53,National Media Bank Entry,217000,Accrued Royalties,0.00,337.98,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4009,8449.53,Corporate Advertising Fee,560001,Advertising-Production Fund,84.50,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4009,8449.53,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,84.50,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4010,7888.48,Royalty Fee,651000,Royalties,512.75,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4010,7888.48,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,512.75,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4010,7888.48,National Media Fee,560000,Advertising-National,315.54,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4010,7888.48,National Media Bank Entry,217000,Accrued Royalties,0.00,315.54,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4010,7888.48,Corporate Advertising Fee,560001,Advertising-Production Fund,78.88,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4010,7888.48,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,78.88,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4015,9718.55,Royalty Fee,651000,Royalties,631.71,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4015,9718.55,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,631.71,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4015,9718.55,National Media Fee,560000,Advertising-National,388.74,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4015,9718.55,National Media Bank Entry,217000,Accrued Royalties,0.00,388.74,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4015,9718.55,Corporate Advertising Fee,560001,Advertising-Production Fund,97.19,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4015,9718.55,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,97.19,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4021,10748.03,Royalty Fee,651000,Royalties,698.62,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4021,10748.03,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,698.62,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4021,10748.03,National Media Fee,560000,Advertising-National,429.92,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4021,10748.03,National Media Bank Entry,217000,Accrued Royalties,0.00,429.92,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4021,10748.03,Corporate Advertising Fee,560001,Advertising-Production Fund,107.48,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4021,10748.03,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,107.48,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4025,9979.29,Royalty Fee,651000,Royalties,648.65,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4025,9979.29,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,648.65,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4025,9979.29,National Media Fee,560000,Advertising-National,399.17,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4025,9979.29,National Media Bank Entry,217000,Accrued Royalties,0.00,399.17,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4025,9979.29,Corporate Advertising Fee,560001,Advertising-Production Fund,99.79,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4025,9979.29,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,99.79,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4027,13070.32,Royalty Fee,651000,Royalties,849.57,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4027,13070.32,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,849.57,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4027,13070.32,National Media Fee,560000,Advertising-National,522.81,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4027,13070.32,National Media Bank Entry,217000,Accrued Royalties,0.00,522.81,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4027,13070.32,Corporate Advertising Fee,560001,Advertising-Production Fund,130.70,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4027,13070.32,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,130.70,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4034,9790.01,Royalty Fee,651000,Royalties,636.35,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4034,9790.01,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,636.35,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4034,9790.01,National Media Fee,560000,Advertising-National,391.60,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4034,9790.01,National Media Bank Entry,217000,Accrued Royalties,0.00,391.60,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4034,9790.01,Corporate Advertising Fee,560001,Advertising-Production Fund,97.90,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4034,9790.01,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,97.90,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4036,13336.65,Royalty Fee,651000,Royalties,866.88,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4036,13336.65,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,866.88,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4036,13336.65,National Media Fee,560000,Advertising-National,533.47,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4036,13336.65,National Media Bank Entry,217000,Accrued Royalties,0.00,533.47,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4036,13336.65,Corporate Advertising Fee,560001,Advertising-Production Fund,133.37,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4036,13336.65,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,133.37,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4042,14194.24,Royalty Fee,651000,Royalties,922.63,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4042,14194.24,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,922.63,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4042,14194.24,National Media Fee,560000,Advertising-National,567.77,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4042,14194.24,National Media Bank Entry,217000,Accrued Royalties,0.00,567.77,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4042,14194.24,Corporate Advertising Fee,560001,Advertising-Production Fund,141.94,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4042,14194.24,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,141.94,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4052,14199.82,Royalty Fee,651000,Royalties,922.99,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4052,14199.82,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,922.99,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4052,14199.82,National Media Fee,560000,Advertising-National,567.99,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4052,14199.82,National Media Bank Entry,217000,Accrued Royalties,0.00,567.99,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4052,14199.82,Corporate Advertising Fee,560001,Advertising-Production Fund,142.00,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4052,14199.82,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,142.00,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4061,9915.42,Royalty Fee,651000,Royalties,644.50,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4061,9915.42,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,644.50,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4061,9915.42,National Media Fee,560000,Advertising-National,396.62,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4061,9915.42,National Media Bank Entry,217000,Accrued Royalties,0.00,396.62,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4061,9915.42,Corporate Advertising Fee,560001,Advertising-Production Fund,99.15,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4061,9915.42,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,99.15,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4074,8475.66,Royalty Fee,651000,Royalties,550.92,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,4074,8475.66,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,550.92,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,4074,8475.66,National Media Fee,560000,Advertising-National,339.03,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,4074,8475.66,National Media Bank Entry,217000,Accrued Royalties,0.00,339.03,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,4074,8475.66,Corporate Advertising Fee,560001,Advertising-Production Fund,84.76,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,4074,8475.66,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,84.76,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5042,10267.94,Royalty Fee,651000,Royalties,667.42,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,5042,10267.94,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,667.42,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5042,10267.94,National Media Fee,560000,Advertising-National,410.72,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,5042,10267.94,National Media Bank Entry,217000,Accrued Royalties,0.00,410.72,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,5042,10267.94,Corporate Advertising Fee,560001,Advertising-Production Fund,102.68,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,5042,10267.94,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,102.68,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5043,17262.44,Royalty Fee,651000,Royalties,1122.06,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,5043,17262.44,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,1122.06,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5043,17262.44,National Media Fee,560000,Advertising-National,690.50,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,5043,17262.44,National Media Bank Entry,217000,Accrued Royalties,0.00,690.50,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,5043,17262.44,Corporate Advertising Fee,560001,Advertising-Production Fund,172.62,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,5043,17262.44,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,172.62,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5049,10915.07,Royalty Fee,651000,Royalties,709.48,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,5049,10915.07,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,709.48,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5049,10915.07,National Media Fee,560000,Advertising-National,436.60,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,5049,10915.07,National Media Bank Entry,217000,Accrued Royalties,0.00,436.60,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,5049,10915.07,Corporate Advertising Fee,560001,Advertising-Production Fund,109.15,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,5049,10915.07,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,109.15,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5051,11202.67,Royalty Fee,651000,Royalties,728.17,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,5051,11202.67,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,728.17,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5051,11202.67,National Media Fee,560000,Advertising-National,448.11,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,5051,11202.67,National Media Bank Entry,217000,Accrued Royalties,0.00,448.11,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,5051,11202.67,Corporate Advertising Fee,560001,Advertising-Production Fund,112.03,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,5051,11202.67,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,112.03,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5059,8335.64,Royalty Fee,651000,Royalties,541.82,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,5059,8335.64,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,541.82,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5059,8335.64,National Media Fee,560000,Advertising-National,333.43,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,5059,8335.64,National Media Bank Entry,217000,Accrued Royalties,0.00,333.43,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,5059,8335.64,Corporate Advertising Fee,560001,Advertising-Production Fund,83.36,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,5059,8335.64,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,83.36,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5062,8378.27,Royalty Fee,651000,Royalties,544.59,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,5062,8378.27,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,544.59,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5062,8378.27,National Media Fee,560000,Advertising-National,335.13,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,5062,8378.27,National Media Bank Entry,217000,Accrued Royalties,0.00,335.13,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,5062,8378.27,Corporate Advertising Fee,560001,Advertising-Production Fund,83.78,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,5062,8378.27,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,83.78,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5101,8306.90,Royalty Fee,651000,Royalties,539.95,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,5101,8306.90,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,539.95,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5101,8306.90,National Media Fee,560000,Advertising-National,332.28,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,5101,8306.90,National Media Bank Entry,217000,Accrued Royalties,0.00,332.28,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,5101,8306.90,Corporate Advertising Fee,560001,Advertising-Production Fund,83.07,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,5101,8306.90,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,83.07,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5112,8394.07,Royalty Fee,651000,Royalties,545.61,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/05/2026,5112,8394.07,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,545.61,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5112,8394.07,National Media Fee,560000,Advertising-National,335.76,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/05/2026,5112,8394.07,National Media Bank Entry,217000,Accrued Royalties,0.00,335.76,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/05/2026,5112,8394.07,Corporate Advertising Fee,560001,Advertising-Production Fund,83.94,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/05/2026,5112,8394.07,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,83.94,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/05/2026,5127,10829.78,Royalty Fee,651000,Royalties,703.94,0.00,TQSR - Royalty Fee,0,
